period,trend,seasonal_7,seasonal_365,resid,respondent
2019-01-01,2251.5616576485013,-80.49446744493295,-239.89560510455183,-116.28210486919579,PJM
2019-01-02,2251.218677134979,39.299514027290556,-151.66545680172672,-56.963803897068374,PJM
2019-01-03,2250.8756751349965,153.2207863721786,-204.24637768080757,-37.82275753803833,PJM
2019-01-04,2250.53265175942,118.51907499107362,-102.85042142304971,-23.162319336643122,PJM
2019-01-05,2250.1896071824776,-119.87449992321226,-22.427107818413344,-59.950514045893215,PJM
2019-01-06,2249.8465416300583,-199.58315063996713,-0.39062691296803287,-52.61088582009597,PJM
2019-01-07,2249.5034554145273,80.72136763109093,42.62120895844185,-113.25082864050637,PJM
2019-01-08,2249.160348953236,-53.981127423407,121.42311750177417,-128.35777835363933,PJM
2019-01-09,2248.8172228372314,45.108309718700255,202.02225976839128,-48.62378688678609,PJM
2019-01-10,2248.474077842633,129.72606786171332,189.650701597228,74.01694694638854,PJM
2019-01-11,2248.1309148144774,96.89930358082488,90.15723731881977,84.61382117394896,PJM
2019-01-12,2247.78773450867,-111.36943408053355,113.22106926690658,81.35150788355395,PJM
2019-01-13,2247.44453754813,-187.66954854393717,170.5207136167322,93.47697063919622,PJM
2019-01-14,2247.10132442008,73.70694997431974,111.84322285920125,121.07592627050644,PJM
2019-01-15,2246.758095456477,-28.751285764338085,77.06018080717637,206.15605057142602,PJM
2019-01-16,2246.414850778313,51.35585640755074,-22.32331312101819,121.80382198723782,PJM
2019-01-17,2246.0715902196,106.52964116032527,50.7017394124651,-0.5960803440570999,PJM
2019-01-18,2245.728313427125,75.29289948819032,75.02806180691243,-20.865507345120932,PJM
2019-01-19,2245.385020018593,-103.83766631343674,125.24298915270909,21.598331240918924,PJM
2019-01-20,2245.0417096256383,-175.69031855306733,243.39418278089704,47.00912477245765,PJM
2019-01-21,2244.698381847426,67.81520908016856,439.2512633485052,156.541530139913,PJM
2019-01-22,2244.3550361839802,-3.0879078478180815,421.6477545386785,130.84083636697596,PJM
2019-01-23,2244.011671920714,58.033092314525206,202.4941522931228,7.499892004111189,PJM
2019-01-24,2243.6682881588135,82.62094195286537,147.43417186146374,-38.132922905117084,PJM
2019-01-25,2243.3248839627618,53.04203265083328,236.59954608117306,-3.071111420332727,PJM
2019-01-26,2242.9814584311493,-97.59306245625632,258.96784308672716,-6.017946720495274,PJM
2019-01-27,2242.6380106726824,-164.21280586446022,280.2215902389931,-38.93736186107799,PJM
2019-01-28,2242.294539808856,63.628801785615344,267.42948628234666,-39.49799795548097,PJM
2019-01-29,2241.951045008726,24.211509183451508,353.73924977059886,-23.106761104665566,PJM
2019-01-30,2241.607525493881,64.93884389972604,459.0461322466707,67.45306188867107,PJM
2019-01-31,2241.263980498593,57.955118494783456,505.4037981953898,205.8622920670714,PJM
2019-02-01,2240.920409137549,30.962604694043577,393.7461558904654,199.7923837092917,PJM
2019-02-02,2240.5768102426305,-92.14271763815789,265.60665459631326,111.1528727311429,PJM
2019-02-03,2240.233182356108,-153.95020628851913,76.21048010136928,-13.413504436252879,PJM
2019-02-04,2239.8895238533087,59.65383591941736,-50.975030490389024,-96.81408578385299,PJM
2019-02-05,2239.5458331122036,48.37923036101095,-41.38582751305483,-124.53560829008256,PJM
2019-02-06,2239.202108636088,72.70136792194977,-8.983860715600997,-97.77490049812195,PJM
2019-02-07,2238.858349096046,36.82159095728584,6.922369658642159,-92.42394340727606,PJM
2019-02-08,2238.514553309814,13.725633766163279,132.41006249266422,-112.55783220967942,PJM
2019-02-09,2238.1707202349285,-86.14995911954352,265.97297320154485,-89.48310149872486,PJM
2019-02-10,2237.8268489819434,-144.6337948889103,290.51607124323914,-38.93798421872225,PJM
2019-02-11,2237.482938784068,49.82757016663081,241.93902465353412,-69.62107600501122,PJM
2019-02-12,2237.138988949051,60.28099119750522,208.07266742305237,-105.76854083426633,PJM
2019-02-13,2236.79499888602,83.90274644466655,106.0698704501078,-83.79793595305682,PJM
2019-02-14,2236.450968143467,29.155532497301344,164.1504758321475,-152.9903771171762,PJM
2019-02-15,2236.106896413691,6.7332734289328044,145.36249049623103,-220.43720936786963,PJM
2019-02-16,2235.762783612,-91.71702020002539,135.42742522592434,-106.46955866795179,PJM
2019-02-17,2235.4186299322887,-144.9355154741382,130.59215681802337,-6.7048300824531,PJM
2019-02-18,2235.0744357285816,44.209776890627055,89.32902290083312,-61.25187301392134,PJM
2019-02-19,2234.7302014036013,75.49648170465498,153.29812340251718,-38.37158340893029,PJM
2019-02-20,2234.385927432032,98.77720947676225,261.53673565069687,-68.57226307377186,PJM
2019-02-21,2234.0416143590674,23.05404217108241,190.7489267372884,-150.2084773389115,PJM
2019-02-22,2233.6972628436633,-2.357093082111926,99.7683097632435,-115.50537775055182,PJM
2019-02-23,2233.3528737363963,-104.6702507953755,46.88102236942863,-75.90981711755512,PJM
2019-02-24,2233.0084480566743,-150.028995236481,27.300328401794495,-50.85659032683316,PJM
2019-02-25,2232.663986941104,45.3230934746886,82.50437369432252,11.320651585675932,PJM
2019-02-26,2232.3194915953527,93.92907622203559,48.38738222607932,-32.88077379392553,PJM
2019-02-27,2231.974963239802,111.66731815790448,80.35468279824298,-109.81721551908868,PJM
2019-02-28,2231.630403154884,19.804451566022124,57.704371569214985,-44.37743168015322,PJM
2019-03-01,2231.2858127491495,-7.531170920959261,92.05788067137307,58.839961297817354,PJM
2019-03-02,2230.9411934917807,-119.03513036601949,47.16915137880416,43.76372144922834,PJM
2019-03-03,2230.596546803716,-160.29484319519995,92.68397964491399,19.977567137273127,PJM
2019-03-04,2230.2518740528008,46.974153796571706,104.2653336183366,69.62701425034129,PJM
2019-03-05,2229.9071765680324,105.1927361860557,152.75091615612698,101.65057274862511,PJM
2019-03-06,2229.5624555911622,117.38651539852272,194.83060552795268,150.03693057753208,PJM
2019-03-07,2229.217712223783,26.686004191658032,197.30707619994982,123.9104791384525,PJM
2019-03-08,2228.8729473805333,-1.4890983068102475,126.41443037516744,61.781543117177534,PJM
2019-03-09,2228.528161815807,-129.8918172277474,5.773475020022148,18.794205436209722,PJM
2019-03-10,2228.18335619685,-171.5512722181953,-138.9356403917157,11.75171426556335,PJM
2019-03-11,2227.8385311589313,45.89200555507124,-145.24863440139407,-0.34456740515406636,PJM
